Source.Name,aircraft_id,qty_needed,qty_res,qty_issued,qty_turned_in,unit_price,part_number,description,pos_ref,task_number,part_qty_oh,part_qty_ava,qty_on_order
AIRCRAFT1_mats.csv,AIRCRAFT1,1.0,0.0,1.0,0,0.0,52100226-1,DISC INDICATOR,APU,330-2L-317-01-1,0.0,0.0,0.0
AIRCRAFT1_mats.csv,AIRCRAFT1,1.0,0.0,1.0,0,0.0,5903476,RING,ENG 1,330-ZL-412-02-3-1,10.0,10.0,0.0
AIRCRAFT1_mats.csv,AIRCRAFT1,338.0,0.0,0.0,0,0.0,6630000-1,"SEAL, RED PLASTIC TAMPER SEAL",CABIN,330-25-HWI-122,896.0,896.0,0.0
AIRCRAFT1_mats.csv,AIRCRAFT1,14.0,0.0,14.0,0,0.0,6630000-1,"SEAL, RED PLASTIC TAMPER SEAL",CABIN,330-38-HWI-05,896.0,896.0,0.0
AIRCRAFT1_mats.csv,AIRCRAFT1,288.0,0.0,288.0,0,0.0,66601-101,"LIFEVEST, PASSENGER",CABIN,330-256652-01-1,9.0,9.0,0.0
AIRCRAFT1_mats.csv,AIRCRAFT1,15.0,0.0,15.0,0,0.0,66601-501,LIFE VEST-CREW SEALED,CABIN,330-256652-01-1,1.0,1.0,0.0
AIRCRAFT1_mats.csv,AIRCRAFT1,1.0,0.0,1.0,0,0.0,70007602P002,FRONT SEAT-PAN ASSY WITH VELCRO,CABIN,,0.0,0.0,0.0
AIRCRAFT1_mats.csv,AIRCRAFT1,18.0,0.0,10.0,0,0.0,70007604P002,COVER ASSY - BOTTOM (A330 LIE-FLAT),CABIN,330-25-HWI-24,36.0,36.0,0.0
AIRCRAFT1_mats.csv,AIRCRAFT1,1.0,0.0,1.0,0,0.0,70007606P002,COVER ASSY - LEGREST (A330 LIE-FLAT),CABIN,330-25-HWI-24,0.0,0.0,0.0
AIRCRAFT1_mats.csv,AIRCRAFT1,5.0,0.0,5.0,0,0.0,70007606P002,COVER ASSY - LEGREST (A330 LIE-FLAT),CABIN,330-25-HWI-24,0.0,0.0,0.0
AIRCRAFT1_mats.csv,AIRCRAFT1,9.0,0.0,9.0,0,0.0,70007684P002,ARMCAP ASSY-RH,CABIN,330-25-HWI-24,0.0,0.0,0.0
AIRCRAFT1_mats.csv,AIRCRAFT1,9.0,0.0,9.0,0,0.0,70007685P002,ARMCAP ASSY-LH,CABIN,330-25-HWI-24,0.0,0.0,0.0
AIRCRAFT1_mats.csv,AIRCRAFT1,1.0,0.0,1.0,0,0.0,70007968P002,LOWER ASSY-RHS FOOTREST (PAINTED),CABIN,330-25-HWI-24,0.0,0.0,0.0
AIRCRAFT1_mats.csv,AIRCRAFT1,7.0,0.0,7.0,0,0.0,70008169P002,COVER ASSY-LH TRAY TABLE CAP,CABIN,330-25-HWI-24,18.0,18.0,0.0
AIRCRAFT1_mats.csv,AIRCRAFT1,1.0,0.0,1.0,0,0.0,70008209-0156,DIVIDER ASSY (A330 LIE-FLAT,CABIN,330-25-HWI-24,1.0,1.0,0.0
AIRCRAFT1_mats.csv,AIRCRAFT1,7.0,0.0,7.0,0,0.0,70009301P002,CENTER ARMCAP ASSY,CABIN,330-25-HWI-24,1.0,1.0,0.0
AIRCRAFT1_mats.csv,AIRCRAFT1,1.0,0.0,1.0,0,0.0,70009304P002,"CENTER ARMCAP ASSY-FRONT ROW, RH (1HJ)",CABIN,330-25-HWI-24,0.0,0.0,0.0
AIRCRAFT1_mats.csv,AIRCRAFT1,1.0,0.0,1.0,0,0.0,70009305P002,"CENTER ARMCAP ASSY-FRONT ROW, LH (1AB)",CABIN,330-25-HWI-24,0.0,0.0,0.0
AIRCRAFT1_mats.csv,AIRCRAFT1,5.0,0.0,5.0,0,0.0,70009723P002,CAP ASSY-IPAD HOLDER COVERED,CABIN,330-25-HWI-24,0.0,0.0,0.0
AIRCRAFT1_mats.csv,AIRCRAFT1,1.0,0.0,1.0,0,0.0,70009807-0000,CARRIAGE ASSY-LH,CABIN,330-25-HWI-24,0.0,0.0,0.0
AIRCRAFT1_mats.csv,AIRCRAFT1,1.0,0.0,1.0,0,0.0,70009867-0000,DOOR ASSY-LH,CABIN,330-25-HWI-24,0.0,0.0,0.0
AIRCRAFT1_mats.csv,AIRCRAFT1,1.0,0.0,1.0,0,0.0,70009868-0000,DOOR ASSY-RH,CABIN,330-25-HWI-24,0.0,0.0,0.0
